track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRDBQXT128F4289423,Wattershed,Foo Fighters,https://p.scdn.co/mp3-preview/6bea6e89c9986473ffec096b715b2fd73ba7186b?cid=774b29d4f13844c495f206cafdad9c86,3BBdpakPhV371yLNBsYUv1,"rock, alternative_rock, hard_rock, 90s, grunge",Rock,1995,133506,0.178,0.967,3,-6.9,1,0.077,0.001,0.000297,0.365,0.47,190.586,4
TRFRSBY128F426C613,Watch Over You,Alter Bridge,https://p.scdn.co/mp3-preview/ea8a390581dfd56955e07f4e2632769051d15bd4?cid=774b29d4f13844c495f206cafdad9c86,0qRXZNsoVdU9xXJIFqQkCQ,"rock, alternative_rock, hard_rock, beautiful",,2007,259133,0.276,0.658,7,-5.418,1,0.0329,0.0836,0.000553,0.161,0.16,172.326,4
TROHOGT12903CEBC27,Mountain Song,Jane's Addiction,https://p.scdn.co/mp3-preview/a7aeb438273cf9a16c7dee6820716412a3ffdc51?cid=774b29d4f13844c495f206cafdad9c86,0qJfmPY9rjsmBuBRjcQXbO,"rock, alternative, alternative_rock, hard_rock, 80s, 90s, grunge",,2005,241866,0.338,0.917,9,-5.352,1,0.0754,0.00365,0.0333,0.152,0.44,82.804,4
TRABDRC128F4282D08,Over Now,Alice in Chains,https://p.scdn.co/mp3-preview/e8a52298791a990ca2aeaf50ea8e15f87706c592?cid=774b29d4f13844c495f206cafdad9c86,0qefbtZjJg4uNbQxbXqtoz,"hard_rock, 90s, grunge",,2003,423693,0.483,0.559,5,-10.037,0,0.0344,0.175,0.089,0.365,0.277,106.642,4
TRUEQCC128F4282782,The Last Night,Skillet,https://p.scdn.co/mp3-preview/45613fe6577ccd62b476588e902fae0542f74251?cid=774b29d4f13844c495f206cafdad9c86,37CMjUAU8fL6YqZVTplZqZ,"rock, alternative_rock, hard_rock",Rock,2006,210786,0.358,0.856,2,-2.934,1,0.0471,0.0253,0.0,0.233,0.542,169.81,4
TRXCJIE12903CD199B,Call Me A Dog,Temple of the Dog,https://p.scdn.co/mp3-preview/dffbfa9ef639eac083cbae8b0f33cbb5081d9fe9?cid=774b29d4f13844c495f206cafdad9c86,2GTJNDbluQKobvsdfUclTu,"rock, alternative_rock, hard_rock, 90s, grunge",,2011,300026,0.272,0.708,7,-5.735,1,0.0389,0.195,0.0,0.134,0.287,149.518,3
TRGCISE128F932221D,Knock Me Down,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/2c5129e56b7b04cbacccdc0e85663b91b6eeea3e?cid=774b29d4f13844c495f206cafdad9c86,1YCxd1SO2zxzTOkhAiyU9c,"rock, alternative, alternative_rock, hard_rock, 80s, 90s, funk",,1989,224506,0.562,0.827,0,-12.304,1,0.0387,0.00388,2.12e-05,0.19,0.604,124.11,4
TRHMBUU128F9322C19,Coffee Shop,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/e112a3c62ee59db092ded5a1076fb9511cdc60a4?cid=774b29d4f13844c495f206cafdad9c86,1OtkTFrfH2NdK03xBM1sPX,"rock, alternative_rock, hard_rock, 90s, funk, psychedelic_rock",,2014,188933,0.496,0.978,9,-3.385,1,0.08,0.000848,0.0528,0.189,0.589,120.898,4
TRAEWVG128F428AC7F,X-Static,Foo Fighters,https://p.scdn.co/mp3-preview/3a92415b6a25d29b718e5d37f90ae594b415226f?cid=774b29d4f13844c495f206cafdad9c86,3CAL650UMYIqHHSRR0TbUp,"rock, alternative_rock, hard_rock, 90s, grunge",Rock,1995,253493,0.322,0.868,3,-8.335,1,0.0557,3.55e-05,0.899,0.209,0.183,101.545,4
TRKLXXY128F9309607,Give Me A Sign,Breaking Benjamin,https://p.scdn.co/mp3-preview/eba434d1e71e03adab7674cc47946f1df5da204c?cid=774b29d4f13844c495f206cafdad9c86,1gePK7D2pfZXYyEH6jR64Z,"rock, alternative_rock, hard_rock",Electronic,2011,257693,0.214,0.819,6,-3.577,1,0.0484,0.000279,1.06e-06,0.0828,0.405,156.812,4
TRINGRG128F427E55C,Last Chance,Jet,https://p.scdn.co/mp3-preview/ff349159ff28af7023d6cfe8d0ab022c74712175?cid=774b29d4f13844c495f206cafdad9c86,0tNJFbRrMkOlInafSZYzlT,"rock, hard_rock",Electronic,2003,112266,0.55,0.901,11,-4.164,0,0.0767,0.000512,0.00365,0.296,0.742,146.973,4
TRBOHGQ128F42774A2,"Love, Hate, Love",Alice in Chains,https://p.scdn.co/mp3-preview/1c37765256a922089ac79b6613642a97d9f0ccde?cid=774b29d4f13844c495f206cafdad9c86,0CQQ4mZ0Ig8p6fuZj1teNh,"hard_rock, 90s, grunge",Rock,2006,388800,0.306,0.724,8,-5.584,1,0.0455,0.0291,0.000328,0.0421,0.179,103.607,4
TRXNFIR128F92F2DBF,Not Enough,3 Doors Down,https://p.scdn.co/mp3-preview/452fab5e29a7cdf22dd7702835cfb83fb609969d?cid=774b29d4f13844c495f206cafdad9c86,0dLfOmxyBEPWtEcTRnq6JU,"rock, hard_rock",Rock,2014,194026,0.585,0.901,9,-5.475,0,0.0327,0.00152,2.44e-06,0.195,0.78,135.028,4
TRMUVTF128F42B8335,Until We Fall,Audioslave,https://p.scdn.co/mp3-preview/b0e3b7b46bd6992d477ac2cc53b1969baaa37f4a?cid=774b29d4f13844c495f206cafdad9c86,1BeQys4OBXUhXTKGlEyPsC,"rock, alternative_rock, hard_rock, grunge",Rock,2006,230786,0.341,0.695,9,-4.158,0,0.0308,0.088,1.54e-06,0.157,0.487,184.182,4
TRRQKDW128F930D149,Frogs,Alice in Chains,https://p.scdn.co/mp3-preview/a01959b3ee439351cd7aff28af45498bb589cf64?cid=774b29d4f13844c495f206cafdad9c86,08IMar818SkF4xZmkNfbi1,"hard_rock, 90s, grunge",,1995,498266,0.388,0.474,11,-9.574,1,0.0283,0.028,0.468,0.116,0.0871,95.183,4
TRDCAWY128F423E139,Exhausted,Foo Fighters,https://p.scdn.co/mp3-preview/a22e0af379851c5340d7dcf9d9fe3de09bca877d?cid=774b29d4f13844c495f206cafdad9c86,2xNQPWofg2oYKk3ArNNQnl,"rock, alternative_rock, hard_rock, 90s, grunge",,1995,349893,0.192,0.977,7,-9.027,1,0.0932,0.0016,0.867,0.27,0.108,120.652,4
TRBOFWO128F427158E,Get What You Need,Jet,https://p.scdn.co/mp3-preview/6238602ada1ccd0f0c5bba35100a6fc33e1669ec?cid=774b29d4f13844c495f206cafdad9c86,1vVAxi0UO8Gkttjqfwof3M,"rock, hard_rock",,2011,250653,0.536,0.826,11,-4.898,1,0.0444,0.000109,0.0306,0.369,0.663,133.161,4
TRIPSYD128F42441B5,Shape Of Things To Come,Audioslave,https://p.scdn.co/mp3-preview/a8fc1ebc9feb39fb9dc51b34a41a784378918063?cid=774b29d4f13844c495f206cafdad9c86,1qr17JPRPo000bGqeYQRzS,"rock, alternative_rock, hard_rock, grunge",Rock,2006,274626,0.488,0.865,7,-4.571,1,0.0465,0.0265,0.000173,0.2,0.789,81.161,4
TRWPPJO12903CBDAA0,Her Name is Alice,Shinedown,https://p.scdn.co/mp3-preview/440bc0f7bfb4c1fef3c870aa818341d7274ba07a?cid=774b29d4f13844c495f206cafdad9c86,0C73SCYMh9eKVXekPYyOLJ,"rock, alternative_rock, hard_rock, soundtrack",Rock,2010,219000,0.383,0.7,10,-5.258,1,0.0377,0.0194,0.0,0.113,0.146,190.105,4
TRFVCCY128F9323100,Indifference,Pearl Jam,https://p.scdn.co/mp3-preview/c5d6c8b7b92fd404ecebd7511a0261349fc9d009?cid=774b29d4f13844c495f206cafdad9c86,0PxRJ1RFJAAu2NONxYjIgS,"rock, hard_rock, 90s, beautiful, grunge, mellow",,1993,302666,0.282,0.241,2,-13.638,1,0.0321,0.941,0.00144,0.107,0.221,103.645,4
TRXWUOP128F92C269D,She Builds Quick Machines,Velvet Revolver,https://p.scdn.co/mp3-preview/33399137ecc3c8489fce8d1df41aaa7aa81e6b2b?cid=774b29d4f13844c495f206cafdad9c86,1mdk9Kd2QjTfCbNrXuF4rB,"rock, hard_rock",Rock,2007,243946,0.343,0.877,9,-4.495,0,0.0406,0.000263,0.156,0.318,0.653,148.835,4
TRQLJDE128E078DF33,So I Need You,3 Doors Down,https://p.scdn.co/mp3-preview/49475b0e21769f9408950e3708cece208bbb736a?cid=774b29d4f13844c495f206cafdad9c86,15K2mwUBhjBFYc2Wafzxmc,"rock, alternative_rock, hard_rock",Rock,2000,229973,0.463,0.924,7,-4.685,1,0.0403,0.00255,0.0354,0.0809,0.692,144.907,4
TROIEMF128F4234FDE,No Way Out,Theory of a Deadman,https://p.scdn.co/mp3-preview/d97ddbc13c050ddca42b38f26f98cb2cbe9eae5e?cid=774b29d4f13844c495f206cafdad9c86,0mXi3a6vCfzYTbxJWSQBJc,"rock, alternative_rock, hard_rock, soundtrack",,2005,209000,0.424,0.974,9,-4.914,1,0.102,0.000223,0.0,0.132,0.301,149.832,4
TRKTXCR128F42B8337,Broken City,Audioslave,https://p.scdn.co/mp3-preview/2bc3972262a02d0961559c48250e1f1d5e9a8090?cid=774b29d4f13844c495f206cafdad9c86,0r6hB7nyiv76Kx1KOBq9qK,"rock, alternative_rock, hard_rock, 00s",Rock,2006,228400,0.541,0.586,0,-6.554,1,0.0288,0.092,0.000159,0.107,0.898,170.733,4
TRUWNSX128F423AEEE,In Loving Memory,Alter Bridge,https://p.scdn.co/mp3-preview/7b4e0bd72d95ffc1ad2a7d23be277b511baab8ae?cid=774b29d4f13844c495f206cafdad9c86,04NcQ27eqxzypjY2Mnv6xO,"rock, alternative_rock, hard_rock, love, beautiful",Electronic,2004,340106,0.288,0.642,6,-5.92,1,0.0347,0.00705,4.11e-05,0.207,0.174,141.501,4
TRRKGVU12903CCE73D,Come To Life,Alter Bridge,https://p.scdn.co/mp3-preview/9f6c3ae724602ce30a72e20cda45f5ef23d64ca6?cid=774b29d4f13844c495f206cafdad9c86,0zutueq1jlj5SqdUAPR4T1,"rock, alternative_rock, hard_rock",,2007,231813,0.212,0.971,10,-4.281,0,0.157,2.01e-05,0.0178,0.314,0.252,195.098,4
TRDJNMF128E0788AA1,Daphne Descends,The Smashing Pumpkins,https://p.scdn.co/mp3-preview/af10e9679ae17f009cae3e465cfe3903a8f3463c?cid=774b29d4f13844c495f206cafdad9c86,0aivRVJjzegeQw44mBg4tl,"rock, alternative, alternative_rock, hard_rock, 90s, love, grunge, mellow",Rock,1998,283186,0.382,0.905,5,-2.87,0,0.064,0.0758,0.652,0.225,0.219,100.081,4
TRRJHMH128F14926E2,Walkabout,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/5ebafa600f56f5cefa4ed114e5d35bcdef2825a6?cid=774b29d4f13844c495f206cafdad9c86,17pZkzLQEYOLofQRfWaAtA,"rock, alternative_rock, hard_rock, 90s, funk, psychedelic_rock, chill",,2014,307093,0.744,0.667,4,-7.539,0,0.063,0.0679,0.36,0.306,0.766,90.387,4
TRFRBSB128E07923FF,Can't Change Me,Chris Cornell,https://p.scdn.co/mp3-preview/162927883703b806c6db7630d918ff8005974290?cid=774b29d4f13844c495f206cafdad9c86,02v2gOgMT22YUTzz7aaMev,"rock, alternative, alternative_rock, hard_rock, singer_songwriter, 90s, grunge",,1999,203560,0.467,0.838,7,-6.239,0,0.056,0.0275,0.0,0.0987,0.519,162.976,3
TRPJNLM128E0793B11,Half,Soundgarden,https://p.scdn.co/mp3-preview/d1f183f6faed344090a79134119d04d28a794fff?cid=774b29d4f13844c495f206cafdad9c86,0KEHD9YODHdbQ2DIYn8owL,"rock, hard_rock, 90s, psychedelic, grunge",Rock,1994,134586,0.305,0.71,6,-8.296,1,0.0346,0.164,0.855,0.112,0.293,88.055,4
TROJQNA128F427C429,Falls On Me,Fuel,https://p.scdn.co/mp3-preview/d71d956e62c49c96ddd85f2aa07961fb1cb504d1?cid=774b29d4f13844c495f206cafdad9c86,0aid0RBq17QnfTYrf6qxdi,"rock, alternative, alternative_rock, hard_rock",Rock,1997,253440,0.322,0.805,9,-6.942,0,0.0387,9.08e-05,0.242,0.0993,0.154,164.205,4
TRXQEEJ128F427A59B,Drive-Thru,Tenacious D,https://p.scdn.co/mp3-preview/e311a12835c39b6d1a5be29dd431881036063be6?cid=774b29d4f13844c495f206cafdad9c86,0asrjp3tsT8xZDbOf5KqQT,"rock, hard_rock",Rock,2001,181880,0.775,0.2,8,-16.083,1,0.92,0.802,0.0,0.263,0.487,106.968,4
TROQDFR12903C99605,The Price We Pay,A Day to Remember,https://p.scdn.co/mp3-preview/d93f13b3bd851afbb5aab28d994a99df3634d5bb?cid=774b29d4f13844c495f206cafdad9c86,0fwWKQdqmJikQlRlkL90Pa,"alternative_rock, hard_rock, hardcore, punk_rock, acoustic, metalcore, new_wave, emo, post_hardcore",,2007,163253,0.575,0.364,2,-11.192,0,0.036,0.824,0.000343,0.0935,0.0611,129.862,4
TREAJQK128E0788DB9,I Am One,The Smashing Pumpkins,https://p.scdn.co/mp3-preview/25a152b57b10ca2b6c630dcf8b41f68534a9f62d?cid=774b29d4f13844c495f206cafdad9c86,1BcRP7VMAybvCo0eFb09ZI,"rock, alternative, alternative_rock, hard_rock, 90s, american, post_punk, grunge",Rock,1991,246853,0.486,0.729,6,-7.196,0,0.0425,8.3e-06,0.884,0.047,0.798,107.542,4
TRKTTHN128F934B55F,Rest In Pieces,Saliva,https://p.scdn.co/mp3-preview/0ee0079a03afb87d0bcf5209ddd6b1280daafaa9?cid=774b29d4f13844c495f206cafdad9c86,0rH0lpIudmobSBCXfiUVr8,"rock, alternative, hard_rock, love, beautiful, nu_metal",,2010,226386,0.364,0.815,1,-3.762,1,0.0374,0.0536,0.0,0.0803,0.199,155.942,4
TRXLRVV128E07937BC,Times Of Trouble,Temple of the Dog,https://p.scdn.co/mp3-preview/6eb98aa297ed4f3999ca2760e534fa662456151e?cid=774b29d4f13844c495f206cafdad9c86,0VdUQMiRn5pdHhghT9mbMt,"hard_rock, 90s, grunge",Rock,1991,341493,0.397,0.578,0,-10.775,1,0.0303,0.379,1.79e-06,0.294,0.27,135.338,3
TRIOPJP128F14A7703,Godspeed,Anberlin,https://p.scdn.co/mp3-preview/82abe9deb307172e3745fbdf66ba83e9cfd4e222?cid=774b29d4f13844c495f206cafdad9c86,0K3o9naMlVtYhsuG5nFlAt,"rock, alternative, alternative_rock, hard_rock, punk_rock, emo, 00s",Rock,2012,183720,0.396,0.974,8,-4.857,1,0.0743,5.64e-05,0.000203,0.117,0.39,176.071,4
TRFSJDI128F148D159,Wasting My Time,Default,https://p.scdn.co/mp3-preview/15e4e0a6a75cdb14a12b37d4e5514f76d9f4a620?cid=774b29d4f13844c495f206cafdad9c86,0H9DP7hBh82mG4reTmKO7L,"rock, alternative, alternative_rock, hard_rock",Rock,2018,272994,0.466,0.76,2,-5.47,1,0.0371,9.55e-05,0.0,0.0719,0.193,147.21,4
TRXEDVW128F1456AF7,Tearjerker,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/0d82a154b3cd5e5672299db6ec6cff9635a1a17e?cid=774b29d4f13844c495f206cafdad9c86,0yRvlI8TAq7aCTyUxZjrvm,"rock, alternative_rock, hard_rock, 90s, funk, psychedelic_rock",Punk,1995,259626,0.495,0.516,2,-6.134,1,0.0283,0.0986,0.0011,0.167,0.126,78.531,4
TRKJALJ128F42571D0,Come on Over,Royal Blood,https://p.scdn.co/mp3-preview/e70fab48830ac04e8593f60caed78cc90bfdabd3?cid=774b29d4f13844c495f206cafdad9c86,2Wf78UFm9mYoDe7JSQiUlH,"rock, alternative_rock, hard_rock, male_vocalists",,2014,151800,0.504,0.888,7,-4.323,1,0.0377,0.000526,0.00278,0.445,0.582,107.855,4
TRBUPSO128F42BB9C0,Papagenu (He's My Sassafrass),Tenacious D,https://p.scdn.co/mp3-preview/040588fa2f0b474434b29466468084d8decfb1c1?cid=774b29d4f13844c495f206cafdad9c86,0GjX4x4E7CG2uajelhWNKm,"rock, hard_rock, heavy_metal, soundtrack",Rock,2006,144160,0.538,0.758,7,-5.3,1,0.114,0.201,5.23e-05,0.351,0.586,151.438,4
TROTKQK128F9341C60,Do It For The Kids,Velvet Revolver,https://p.scdn.co/mp3-preview/2de3bfe112d5046f661ac140b8e6e88eaa0cdd80?cid=774b29d4f13844c495f206cafdad9c86,0qTycQy8yV6iYiMUyVgAab,"rock, hard_rock",,2004,235826,0.371,0.981,5,-4.887,1,0.0804,8.96e-06,0.087,0.437,0.336,145.576,4
TRCDSAA128E07899F9,Right Where I Belong,3 Doors Down,https://p.scdn.co/mp3-preview/1a6cd2cfc9b8db8270eb531ae5778b91f0652721?cid=774b29d4f13844c495f206cafdad9c86,0A0w8PJe9JUS5xJjvnyHHO,"rock, alternative_rock, hard_rock, grunge",Rock,2005,152466,0.35,0.966,7,-3.674,1,0.212,0.00347,0.0,0.0592,0.403,168.059,4
TRNIYPI128F426BD61,Feelin' Way Too Damn Good,Nickelback,https://p.scdn.co/mp3-preview/2de403c519e7fb5f48ddde72d440898e77b9fce0?cid=774b29d4f13844c495f206cafdad9c86,1EaTgqXdQmJ3rIG6fbtZpa,"rock, alternative_rock, hard_rock",Rock,2003,256506,0.508,0.829,5,-5.655,1,0.0472,0.00055,0.00059,0.108,0.389,156.062,4
TRRIHRO128E0784631,What Happened To Us?,Hoobastank,https://p.scdn.co/mp3-preview/ef14c5ad77d543f7e4cf2c80622edb43e3acbd6b?cid=774b29d4f13844c495f206cafdad9c86,47TdetwFKoT4rUPSCt9lh8,"rock, alternative_rock, hard_rock, punk_rock",Rock,2003,240094,0.581,0.887,2,-5.461,0,0.0428,0.0106,0.000867,0.327,0.581,92.512,4
TROTORQ128F92F0D23,Under Your Thumb,The Vaccines,https://p.scdn.co/mp3-preview/e79baae07b03f67d31278e184ec92f11a4725513?cid=774b29d4f13844c495f206cafdad9c86,1syAbDrdGbgcNsbI3wJWOW,"indie, indie_rock, hard_rock, dance, british",,2011,140480,0.447,0.798,1,-4.654,1,0.0427,0.000778,0.0251,0.123,0.52,150.157,4
TRHTHYQ128F4233FE1,We Care a Lot,Faith No More,https://p.scdn.co/mp3-preview/df6366a52a6d15ede0fc2fd9634a2d712357edda?cid=774b29d4f13844c495f206cafdad9c86,1noc7OxlFxddzcQgx7Ic5e,"rock, alternative, alternative_rock, hard_rock, 80s, heavy_metal, punk_rock, post_punk, grunge",Rock,1987,243600,0.799,0.887,2,-5.775,1,0.0411,0.08,9.58e-05,0.0975,0.9,108.919,4
TRCUHVY12903CCCD49,S.E.X.,Nickelback,https://p.scdn.co/mp3-preview/1f87f0e2c35b571e70aacf8b2a67028553fef0d7?cid=774b29d4f13844c495f206cafdad9c86,0FXnqg6PAdDllIqMw2QECJ,"rock, alternative_rock, hard_rock",Rock,2008,235120,0.563,0.915,10,-2.862,0,0.0457,3.41e-05,0.307,0.0698,0.808,134.977,4
TRSBFBF128E078E979,Dangerous Game,3 Doors Down,https://p.scdn.co/mp3-preview/60e208c75aa79a9b1ab3687c4c5102c978e592d3?cid=774b29d4f13844c495f206cafdad9c86,0PJtGJBMJEMe0ipid4xkoR,"rock, alternative_rock, hard_rock",Rock,2014,216066,0.605,0.85,2,-6.603,1,0.0295,0.00101,0.000104,0.326,0.442,119.97,4
TRUDRUQ128E07937BD,Wooden Jesus,Temple of the Dog,https://p.scdn.co/mp3-preview/b16ba1f59822b655fe6bbeb5bb2ab760f81daa2a?cid=774b29d4f13844c495f206cafdad9c86,0Q5UIoV75kwI9G4HmDXrCl,"hard_rock, 90s, grunge",Rock,1991,249373,0.374,0.711,2,-10.152,1,0.0653,0.0541,2.61e-06,0.0609,0.844,159.686,3
TRUFNOE12903CDEAD0,Moth,Audioslave,https://p.scdn.co/mp3-preview/ba12e8b820ae115cf31f2686feab31568bc3025d?cid=774b29d4f13844c495f206cafdad9c86,0uZcVxwnGWY3w3B388QDhD,"rock, alternative_rock, hard_rock, grunge",,2006,298080,0.378,0.663,7,-5.153,1,0.0282,0.00514,0.00234,0.0693,0.365,152.244,4
TRJYCRO128F42A1ED9,Big Machine,Velvet Revolver,https://p.scdn.co/mp3-preview/424314bfc816c0a2ba8f945ed94a705bc0a3ed8d?cid=774b29d4f13844c495f206cafdad9c86,1erIZ1G7QkpBqhmWqIGVt0,"rock, hard_rock",,2004,265520,0.514,0.981,9,-4.651,1,0.184,3.98e-05,0.00803,0.16,0.152,144.751,4
TRYSXIR128F9336197,Fight Inside,Red,https://p.scdn.co/mp3-preview/8f75ad674f746b2dec981eca79e728bcb7b50aba?cid=774b29d4f13844c495f206cafdad9c86,29EJzcX46MvRdaDsD3hucz,"rock, alternative_rock, hard_rock",,2009,248840,0.45,0.884,1,-4.413,1,0.103,0.00096,1.28e-06,0.12,0.373,117.032,4
TRSODQF128F9311280,Astro,The White Stripes,https://p.scdn.co/mp3-preview/763624b19abdf94ce6eaae763577163c294a25ff?cid=774b29d4f13844c495f206cafdad9c86,0yvPR56li465iuFzGzZhlS,"rock, alternative_rock, hard_rock, blues, 90s, guitar, blues_rock",,1999,162333,0.511,0.957,11,-3.916,0,0.1,0.109,0.804,0.359,0.537,135.804,4
TRUEDKT12903CCFDBA,Make Up Your Mind,Theory of a Deadman,https://p.scdn.co/mp3-preview/7e391942c0b342342981da553c51e948e7efcf43?cid=774b29d4f13844c495f206cafdad9c86,04ebpOOdE1Z7E3qUnkl5aV,"rock, alternative_rock, hard_rock",,2002,242160,0.417,0.74,9,-5.778,1,0.0367,0.00106,0.0,0.648,0.244,152.899,4
TRRNHCS128F9337C90,Still Frame,Trapt,https://p.scdn.co/mp3-preview/1341d244ce36d3de1c02429969c70918b620dfb1?cid=774b29d4f13844c495f206cafdad9c86,05ST46dHnUHkg5vjNXurCP,"rock, alternative, alternative_rock, hard_rock",Electronic,2008,413013,0.366,0.859,4,-5.944,1,0.0861,0.00215,0.000114,0.351,0.194,116.061,4
TRKUMGM128F424F0DB,Before Tomorrow Comes,Alter Bridge,https://p.scdn.co/mp3-preview/3bd4e5f2a2abde41f4a2223b69cce52a32207d35?cid=774b29d4f13844c495f206cafdad9c86,0ZsA61BVAlJoiyIFOlpU0c,"rock, alternative_rock, hard_rock",Rock,2007,246786,0.345,0.975,3,-3.243,1,0.132,8.33e-05,1.03e-05,0.217,0.264,160.093,4
TRDLMQP128F42771D1,Someone Who Cares,Three Days Grace,https://p.scdn.co/mp3-preview/35c2fcdda208fc60e2f9df3f79d2bafe53762c33?cid=774b29d4f13844c495f206cafdad9c86,0IiwG8PSi9DvpL0P3e82TT,"rock, alternative, alternative_rock, hard_rock",Rock,2009,292013,0.468,0.883,8,-3.804,1,0.0364,0.0032,0.0,0.092,0.119,98.147,4
TRECBBF128F9355956,Citizen/Soldier,3 Doors Down,https://p.scdn.co/mp3-preview/7d79408dd5bbdf6212968ddea640bb38a1364305?cid=774b29d4f13844c495f206cafdad9c86,1N1hYUmA0Q2EReQ6mUyVQZ,"rock, alternative_rock, hard_rock",,2014,232906,0.631,0.823,8,-5.476,1,0.0349,0.0123,0.00608,0.284,0.448,96.995,4
TRBUBLW128F42537D0,Demon Seed,Nine Inch Nails,https://p.scdn.co/mp3-preview/9ac74c12da9dfc189bf9848ea5b6ee60b914b075?cid=774b29d4f13844c495f206cafdad9c86,5z6ZmlPFpruzVT2QJ0mzxY,"electronic, hard_rock, industrial, american, 00s",Metal,2008,299408,0.591,0.844,9,-8.148,1,0.0417,0.102,0.574,0.116,0.787,132.004,3
TREXOSI128F931F3D2,Weathered,Creed,https://p.scdn.co/mp3-preview/6e82982e6efd7951d8baff72fbbe162a5044a0cd?cid=774b29d4f13844c495f206cafdad9c86,02PNkzo4yWdwrX4dcnzP8b,"rock, alternative_rock, hard_rock, grunge",Rock,2001,330240,0.414,0.938,7,-4.668,1,0.0553,0.00103,3.32e-06,0.257,0.287,143.97,4
TRLNWFP128F9310D5C,Street of Dreams,Guns N' Roses,https://p.scdn.co/mp3-preview/d731d1414dcccca138ca4e7de9cac1209ade07ad?cid=774b29d4f13844c495f206cafdad9c86,00M9yJJMiLwu8obvuNFImu,"rock, hard_rock, heavy_metal",Jazz,2008,286346,0.356,0.65,6,-7.93,1,0.0362,0.216,0.00116,0.0929,0.214,170.269,4
TRMDYOC128F9309825,27,Fall Out Boy,https://p.scdn.co/mp3-preview/d3fa35b77a9e0af0e8b229393179d507b7892cbb?cid=774b29d4f13844c495f206cafdad9c86,00O7ESPwJ4p4zndehVsoXI,"rock, hard_rock",,2008,192080,0.485,0.941,11,-3.55,0,0.0512,0.000847,5.36e-06,0.554,0.794,156.943,4
TRUECHI128F9346E1A,Take It Or Leave It,Jet,https://p.scdn.co/mp3-preview/0605c011aa75d4ff0f10f4606efe6f82afc80e88?cid=774b29d4f13844c495f206cafdad9c86,2B0QXjjdxv6HHulFs86kaD,"rock, hard_rock",Rock,2011,142586,0.306,0.949,2,-3.226,1,0.0537,1.14e-05,0.893,0.0895,0.391,171.251,4
TRCMJBV128E078DF30,Down Poison,3 Doors Down,https://p.scdn.co/mp3-preview/78753c0bf6225e015db309c8613cd540f4463fd6?cid=774b29d4f13844c495f206cafdad9c86,0EhSUEL7SonmwlSkZsmQIw,"rock, alternative_rock, hard_rock",Rock,2000,261959,0.377,0.911,4,-5.198,1,0.0588,0.0165,6.4e-05,0.0845,0.586,170.013,4
TRUEGVF128F14A65F7,Homecoming Queen,Hinder,https://p.scdn.co/mp3-preview/52304fa39ce94643b9c2e45bd8748529472f318c?cid=774b29d4f13844c495f206cafdad9c86,0RIhCypufuK7HflspLSYOj,"rock, alternative_rock, hard_rock",,2005,277053,0.496,0.933,0,-4.951,1,0.0581,0.000497,0.0124,0.269,0.652,120.051,4
TRLLNZK128E0789B89,Better Life,3 Doors Down,https://p.scdn.co/mp3-preview/79126b8a989be34aad2341515d112608b3b7f8b8?cid=774b29d4f13844c495f206cafdad9c86,0ATqWVjnch8Z9JkGwWEk9v,"rock, hard_rock",Country,2014,187733,0.442,0.928,4,-4.73,1,0.0373,0.000229,1.84e-05,0.456,0.852,76.504,4
TRJZAQO128F92E426B,In Keeping Secrets Of Silent Earth: 3,Coheed and Cambria,https://p.scdn.co/mp3-preview/0774dc361ff819631a320c4af1214f97302a6dc4?cid=774b29d4f13844c495f206cafdad9c86,15i5zAxp0KsHKuBOqQ4Ccb,"rock, hard_rock, progressive_rock, emo",,2003,492306,0.325,0.869,1,-5.46,0,0.132,0.00693,0.000124,0.224,0.347,159.229,3
TRBBBDP128F4255B8C,Believe It or Not,Nickelback,https://p.scdn.co/mp3-preview/a055dc10a402bef9aad22472b13dbd2617c5b9b7?cid=774b29d4f13844c495f206cafdad9c86,1DCH2kFKu7ZpkNNdLZR4Tt,"rock, alternative_rock, hard_rock, grunge",,2003,247973,0.623,0.875,0,-4.907,1,0.0499,0.000435,0.0493,0.0748,0.535,90.042,4
TRZYUYY128F92DFBA7,Feel Good Drag,Anberlin,https://p.scdn.co/mp3-preview/5d282703440a6ed95e3db5b18c7163dab283c453?cid=774b29d4f13844c495f206cafdad9c86,1BVIkM4Zu0QsjQSimAANmj,"rock, alternative, hard_rock, male_vocalists, emo",Rock,2008,187853,0.49,0.877,5,-4.37,0,0.0496,0.00437,5.05e-05,0.3,0.546,93.986,4
TRSDOCK128F931C0AA,Never Be The Same,Red,https://p.scdn.co/mp3-preview/773aff34b52427bbf3a56cb37717758b7e4a7b8c?cid=774b29d4f13844c495f206cafdad9c86,2m2FrjkQrHxEfFxHujRqVo,"rock, alternative_rock, hard_rock, love",,2009,229040,0.361,0.873,1,-3.914,1,0.0787,0.000224,0.0,0.134,0.282,155.895,4
